
Train set: Average loss: 0.0024, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0017, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0021, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0073, Accuracy: 416/425 (98%)


Train set: Average loss: 0.0035, Accuracy: 418/425 (98%)


Train set: Average loss: 0.0014, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0013, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0004, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0004, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0030, Accuracy: 420/425 (99%)


 The epoch is 270, average recall: 0.8276, average precision: 0.7500,average F1: 0.7869, average accuracy: 0.7797, average AUC: 0.8319
Train set: Average loss: 0.0058, Accuracy: 417/425 (98%)


Train set: Average loss: 0.0135, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0075, Accuracy: 414/425 (97%)


Train set: Average loss: 0.0041, Accuracy: 416/425 (98%)


Train set: Average loss: 0.0026, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0012, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0034, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0009, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0006, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0007, Accuracy: 424/425 (100%)


 The epoch is 280, average recall: 0.8276, average precision: 0.7619,average F1: 0.7934, average accuracy: 0.7881, average AUC: 0.8365
Train set: Average loss: 0.0004, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0010, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0014, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0119, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0150, Accuracy: 401/425 (94%)


Train set: Average loss: 0.0058, Accuracy: 418/425 (98%)


Train set: Average loss: 0.0053, Accuracy: 416/425 (98%)


Train set: Average loss: 0.0032, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0012, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0010, Accuracy: 425/425 (100%)


 The epoch is 290, average recall: 0.8276, average precision: 0.8136,average F1: 0.8205, average accuracy: 0.8220, average AUC: 0.8437
Train set: Average loss: 0.0009, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0007, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0005, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0003, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0009, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0032, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0031, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0024, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0041, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0005, Accuracy: 425/425 (100%)


 The epoch is 300, average recall: 0.8103, average precision: 0.7460,average F1: 0.7769, average accuracy: 0.7712, average AUC: 0.8299
Train set: Average loss: 0.0005, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0032, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0078, Accuracy: 411/425 (97%)


Train set: Average loss: 0.0019, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0045, Accuracy: 418/425 (98%)


Train set: Average loss: 0.0040, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0022, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0070, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0045, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0210, Accuracy: 406/425 (96%)


 The epoch is 310, average recall: 0.8448, average precision: 0.7538,average F1: 0.7967, average accuracy: 0.7881, average AUC: 0.8500
Train set: Average loss: 0.0078, Accuracy: 414/425 (97%)


Train set: Average loss: 0.0053, Accuracy: 416/425 (98%)


Train set: Average loss: 0.0015, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0016, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0005, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0018, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0080, Accuracy: 413/425 (97%)


Train set: Average loss: 0.0034, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0012, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0016, Accuracy: 423/425 (100%)


 The epoch is 320, average recall: 0.8103, average precision: 0.7231,average F1: 0.7642, average accuracy: 0.7542, average AUC: 0.8287
Train set: Average loss: 0.0027, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0024, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0026, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0015, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0004, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0018, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0011, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0006, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0005, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0008, Accuracy: 424/425 (100%)


 The epoch is 330, average recall: 0.8103, average precision: 0.7966,average F1: 0.8034, average accuracy: 0.8051, average AUC: 0.8422
Train set: Average loss: 0.0008, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0010, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0034, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0010, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0002, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0007, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0007, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0006, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0004, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0003, Accuracy: 425/425 (100%)


 The epoch is 340, average recall: 0.8448, average precision: 0.8305,average F1: 0.8376, average accuracy: 0.8390, average AUC: 0.8474
Train set: Average loss: 0.0007, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0022, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0181, Accuracy: 401/425 (94%)


Train set: Average loss: 0.0040, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0075, Accuracy: 417/425 (98%)


Train set: Average loss: 0.0078, Accuracy: 411/425 (97%)


Train set: Average loss: 0.0015, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0012, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0004, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0014, Accuracy: 423/425 (100%)


 The epoch is 350, average recall: 0.8276, average precision: 0.7619,average F1: 0.7934, average accuracy: 0.7881, average AUC: 0.8307
Train set: Average loss: 0.0006, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0004, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0018, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0039, Accuracy: 418/425 (98%)


Train set: Average loss: 0.0017, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0012, Accuracy: 423/425 (100%)


